Notes,ICD Sub-Chapter,ICD Sub-Chapter Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, passenger injured in nontraffic accident",V33.1,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, person on outside of vehicle injured in nontraffic accident",V33.2,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident",V33.3,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, person injured while boarding or alighting",V33.4,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, driver injured in traffic accident",V33.5,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, passenger injured in traffic accident",V33.6,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, person on outside of vehicle injured in traffic accident",V33.7,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, unspecified occupant of three-wheeled motor vehicle injured in traffic accident",V33.9,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, driver injured in nontraffic accident",V34.0,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, passenger injured in nontraffic accident",V34.1,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in nontraffic accident",V34.2,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident",V34.3,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, person injured while boarding or alighting",V34.4,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, driver injured in traffic accident",V34.5,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident",V34.6,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in traffic accident",V34.7,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, unspecified occupant of three-wheeled motor vehicle injured in traffic accident",V34.9,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, driver injured in nontraffic accident",V35.0,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, passenger injured in nontraffic accident",V35.1,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, person on outside of vehicle injured in nontraffic accident",V35.2,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident",V35.3,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, person injured while boarding or alighting",V35.4,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, driver injured in traffic accident",V35.5,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, passenger injured in traffic accident",V35.6,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, person on outside of vehicle injured in traffic accident",V35.7,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, unspecified occupant of three-wheeled motor vehicle injured in traffic accident",V35.9,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, driver injured in nontraffic accident",V36.0,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, passenger injured in nontraffic accident",V36.1,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle injured in nontraffic accident",V36.2,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident",V36.3,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person injured while boarding or alighting",V36.4,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, driver injured in traffic accident",V36.5,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, passenger injured in traffic accident",V36.6,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle injured in traffic accident",V36.7,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor vehicle injured in traffic accident",V36.9,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver injured in nontraffic accident",V37.0,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, passenger injured in nontraffic accident",V37.1,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle injured in nontraffic accident",V37.2,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident",V37.3,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person injured while boarding or alighting",V37.4,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver injured in traffic accident",V37.5,Suppressed,334914895,Suppressed
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, passenger injured in traffic accident",V37.6,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle injured in traffic accident",V37.7,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of three-wheeled motor vehicle injured in traffic accident",V37.9,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in noncollision transport accident, driver injured in nontraffic accident",V38.0,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in noncollision transport accident, passenger injured in nontraffic accident",V38.1,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in noncollision transport accident, person on outside of vehicle injured in nontraffic accident",V38.2,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in noncollision transport accident, unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident",V38.3,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in noncollision transport accident, person injured while boarding or alighting",V38.4,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in noncollision transport accident, driver injured in traffic accident",V38.5,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in noncollision transport accident, passenger injured in traffic accident",V38.6,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in noncollision transport accident, person on outside of vehicle injured in traffic accident",V38.7,0,334914895,Unreliable
,Transport accidents,V01-V99,"Occupant of three-wheeled motor vehicle injured in noncollision transport accident, unspecified occupant of three-wheeled motor vehicle injured in traffic accident",V38.9,0,334914895,Unreliable
,Transport accidents,V01-V99,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,V39.0,0,334914895,Unreliable
,Transport accidents,V01-V99,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,V39.1,0,334914895,Unreliable
,Transport accidents,V01-V99,Unspecified occupant of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident,V39.2,0,334914895,Unreliable
